"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","kingdom","phylum","class","order"
"EC:1.8.1.8","EC:1.8.1.8",5,0,0.00405063142610952,0,0.0499046852781659,"M2",-0.527421940289865,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.8.1.8"
"EC:1.8.2.4","EC:1.8.2.4",1,0,1,0,3.94783545903401e-05,"M129",NA,NA,NA,"k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With a cytochrome as acceptor.","o__EC:1.8.2.4"
"EC:1.8.4.8","EC:1.8.4.8",1,0,0.218039784698348,0,0.103358295367522,"M45",-0.5,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With a disulfide as acceptor.","o__EC:1.8.4.8"
"EC:1.8.7.1","EC:1.8.7.1",2,0,0.00532359639344014,0,0.0403330069237831,"M4",-0.912575118406403,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With an iron-sulfur protein as acceptor.","o__EC:1.8.7.1"
"EC:1.8.7.2","EC:1.8.7.2",2,0,0.270795291717933,0,0.000599490593583131,"M33",-0.866025403784439,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With an iron-sulfur protein as acceptor.","o__EC:1.8.7.2"
"EC:1.8.99.3","EC:1.8.99.3",1,0,1,0,9.81849827042072e-05,"M127",NA,NA,NA,"k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With other acceptors.","o__EC:1.8.99.3"
"EC:1.8.99.5","EC:1.8.99.5",1,0,1,0,9.81849827042072e-05,"M127",NA,NA,NA,"k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With other acceptors.","o__EC:1.8.99.5"
"EC:2.1.1.130","EC:2.1.1.130",6,0,0.171762858566483,0,0.038628993525166,"M15",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.130"
"EC:2.1.1.131","EC:2.1.1.131",6,0,0.172965263898016,0,0.0403087823549185,"M15",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.131"
"EC:2.1.1.132","EC:2.1.1.132",6,0,0.173735875670169,0,0.0403423878265834,"M15",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.132"
"EC:2.1.1.133","EC:2.1.1.133",6,0,0.171763994300746,8.13705696863647e-18,0.0393083567561207,"M15",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.133"
"EC:2.1.1.151","EC:2.1.1.151",1,0,1.09773593263085,0,0.0194062569425501,"M169",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.151"
"EC:2.1.1.163","EC:2.1.1.163",1,0,1,0,0.142633639533115,"M124",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.163"
"EC:2.1.1.166","EC:2.1.1.166",11,175,0.00426982120637263,0,0.027717525505819,"M2",0.297653966302201,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.166"
"EC:2.1.1.17","EC:2.1.1.17",1,0,1,0,0.0285758727584166,"M123",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.17"
"EC:2.1.1.170","EC:2.1.1.170",3,6,0.153664474859536,0,0.130547772637281,"M23",1.11803398874989,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.170"
"EC:2.1.1.172","EC:2.1.1.172",1,0,0.218038854807984,0,0.0265955533363347,"M48",-1.22474487139159,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.172"
"EC:2.1.1.173","EC:2.1.1.173",5,8.5,0.0241008876419604,0,0.00248311567240212,"M7",0.0811417755648218,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.173"
"EC:2.1.1.174","EC:2.1.1.174",5,0,0.0317219407385004,0,3.6461201194349e-05,"M9",-0.313153083261981,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.174"
"EC:2.1.1.182","EC:2.1.1.182",23,0,0.0329179332386869,0,0.136278927571431,"M6",0.972403832354654,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.182"
"EC:2.1.1.185","EC:2.1.1.185",2,0,0.118503498082941,0,0.131368006267264,"M23",0,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.185"
"EC:2.1.1.188","EC:2.1.1.188",5,0,0.204513108107386,0,1.96379111064561e-05,"M22",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.188"
"EC:2.1.1.189","EC:2.1.1.189",5,54,0.0152394636560681,0,0.0124910788227084,"M5",-0.464218632143169,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.189"
"EC:2.1.1.193","EC:2.1.1.193",1,0,1.06242808487231,0,0.104971712975322,"M183",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.193"
"EC:2.1.1.197","EC:2.1.1.197",4,0,0.0199775395519611,0,0.00960084441709589,"M7",-0.292110392033358,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.197"
"EC:2.1.1.199","EC:2.1.1.199",23,2,0.0331122307616489,0,0.136507608910133,"M6",0.972403832354654,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.199"
"EC:2.1.1.200","EC:2.1.1.200",5,225,0.0032558620286373,0,0.00502944173079756,"M2",-0.527421940289865,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.200"
"EC:2.1.1.201","EC:2.1.1.201",1,0,1,2.03426424215912e-18,0.142633639533115,"M124",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.201"
"EC:2.1.1.206","EC:2.1.1.206",13,0,0.0784372616943001,0,3.35565659950738e-05,"M10",0.467426352442804,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.206"
"EC:2.1.1.210","EC:2.1.1.210",2,2,0.267048260785274,0,0.000467932081004667,"M46",0.866025403784439,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.210"
"EC:2.1.1.215","EC:2.1.1.215",12,0,0.076198900290245,0,3.61810655578895e-05,"M10",-1.16856588110701,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.215"
"EC:2.1.1.216","EC:2.1.1.216",12,0,0.076198900290245,0,3.61810655578895e-05,"M10",-1.16856588110701,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.216"
"EC:2.1.1.217","EC:2.1.1.217",37,32,0.0148058152406148,0,0.00792020934711295,"M3",0.713405114278158,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.217"
"EC:2.1.1.219","EC:2.1.1.219",6,16.5,0.00652104359939064,0,0.0408405416268219,"M4",0.763583262340051,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.219"
"EC:2.1.1.220","EC:2.1.1.220",6,16.5,0.00652104359939064,8.13705696863647e-18,0.0408405416268219,"M4",0.763583262340051,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.220"
"EC:2.1.1.222","EC:2.1.1.222",4,38,0.00413207413181757,0,0.0365450141292914,"M2",-0.664934591388543,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.222"
"EC:2.1.1.223","EC:2.1.1.223",1,0,1.05107502537455,0,0.00113900427749936,"M190",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.223"
"EC:2.1.1.226","EC:2.1.1.226",6,178,0.00407830511605483,0,0.122342751841647,"M2",-0.389909289191187,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.226"
"EC:2.1.1.227","EC:2.1.1.227",6,178,0.00407830511605483,0,0.122342751841647,"M2",-0.389909289191187,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.227"
"EC:2.1.1.228","EC:2.1.1.228",23,18,0.0329969590931315,0,0.136346938684163,"M6",0.972403832354654,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.228"
"EC:2.1.1.255","EC:2.1.1.255",1,0,1.01118241507931,0,0.00152986215619395,"M89",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.255"
"EC:2.1.1.260","EC:2.1.1.260",5,2,0.154456770484937,0,2.18830525881494e-05,"M16",0.859419469006961,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.260"
"EC:2.1.1.264","EC:2.1.1.264",5,8.5,0.0241008876419604,0,0.00248311567240212,"M7",0.0811417755648218,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.264"
"EC:2.1.1.266","EC:2.1.1.266",10,77,0.00344752373066243,0,0.0208021364745553,"M2",0.160141315203524,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.266"
"EC:2.1.1.268","EC:2.1.1.268",2,1,0.537544903631795,0,6.67767449854549e-05,"M74",1.15470053837925,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.268"
"EC:2.1.1.271","EC:2.1.1.271",6,0,0.171763994300746,1.62741139372729e-17,0.0393083567561207,"M15",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.271"
"EC:2.1.1.292","EC:2.1.1.292",1,0,1,0,1.67217527352386e-06,"M146",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.292"
"EC:2.1.1.294","EC:2.1.1.294",1,0,1,0,0.000893732877762056,"M125",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.294"
"EC:2.1.1.298","EC:2.1.1.298",2,0,0.0169186253856047,0,0.0093582546689398,"M7",-1.03861472722972,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.298"
"EC:2.1.1.305","EC:2.1.1.305",1,0,1.02054147727455,0,1.45110873622689e-05,"M84",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.305"
"EC:2.1.1.306","EC:2.1.1.306",1,0,1.02054147727455,0,1.44783547946245e-05,"M84",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.306"
"EC:2.1.1.35","EC:2.1.1.35",25,0,0.011627633518925,0,0.00538110826593181,"M3",-0.139400999341709,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.35"
"EC:2.1.1.44","EC:2.1.1.44",4,1,0.177454570939243,0,0.0330231719605725,"M27",0.487950036474266,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.44"
"EC:2.1.1.45","EC:2.1.1.45",2,6,0.0546685399269799,0,0.0578920384161536,"M13",0,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.45"
"EC:2.1.1.5","EC:2.1.1.5",2,0,0.504298610116062,4.06852848431824e-18,0.000434971106469261,"M69",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.5"
"EC:2.1.1.6","EC:2.1.1.6",5,0,0.117990845494034,0,0.00128409239045172,"M14",0.25,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.6"
"EC:2.1.1.61","EC:2.1.1.61",5,41,0.0237578580360166,0,0.00407574505584422,"M7",0.0811417755648218,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.61"
"EC:2.1.1.64","EC:2.1.1.64",4,38,0.00413207413181757,0,0.0365448407224796,"M2",-0.664934591388543,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.64"
"EC:2.1.1.71","EC:2.1.1.71",1,0,1,0,0.0285758727584166,"M123",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.71"
"EC:2.1.1.77","EC:2.1.1.77",1,0,0.00352448258734754,0,0.112724702921842,"M2",-1.07747254468458,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.77"
"EC:2.1.1.86","EC:2.1.1.86",1,0,0.0909511375874055,0,2.60639744389431e-05,"M16",-1.81432999012581,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.86"
"EC:2.1.1.95","EC:2.1.1.95",12,2,0.0169408634546922,0,0.00517274807969352,"M5",0.928437264286338,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.95"
"EC:2.1.1.98","EC:2.1.1.98",13,0,0.0794345467145785,0,3.24436294962511e-05,"M10",0.467426352442804,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.98"
"EC:2.1.2.13","EC:2.1.2.13",2,0,0.521619174810541,0,0.000142859373434396,"M72",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Hydroxymethyl-, formyl- and related transferases.","o__EC:2.1.2.13"
"EC:2.1.2.3","EC:2.1.2.3",18,25,0.0277490641231318,0,0.136634591713266,"M6",0.284845567053383,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Hydroxymethyl-, formyl- and related transferases.","o__EC:2.1.2.3"
"EC:2.1.2.5","EC:2.1.2.5",1,0,1.10565257058745,0,0.0289874787122674,"M162",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Hydroxymethyl-, formyl- and related transferases.","o__EC:2.1.2.5"
"EC:2.1.3.11","EC:2.1.3.11",1,0,1.05107502537455,0,0.000960822865212267,"M190",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Carboxy- and carbamoyltransferases.","o__EC:2.1.3.11"
"EC:2.1.3.2","EC:2.1.3.2",23,3,0.033058234167789,0,0.136312941539085,"M6",0.972403832354654,0,"Peripheral nodes","k__Transferases.","p__Transferring one-carbon groups.","c__Carboxy- and carbamoyltransferases.","o__EC:2.1.3.2"
"EC:2.2.1.9","EC:2.2.1.9",4,0,0.17589147094184,0,0.0663004184471793,"M19",0,0,"Peripheral nodes","k__Transferases.","p__Transferring aldehyde or ketonic groups.","c__Transketolases and transaldolases.","o__EC:2.2.1.9"
"EC:2.3.1.101","EC:2.3.1.101",4,0,0.1178392600052,0,0.0024609107088158,"M17",0.705475621502659,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.101"
"EC:2.3.1.109","EC:2.3.1.109",2,0,0.106475604166412,0,0.00666647078275085,"M24",-0.27524094128159,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.109"
"EC:2.3.1.111","EC:2.3.1.111",1,0,1.05863496516594,2.03426424215912e-18,6.46502026744814e-05,"M185",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.111"
"EC:2.3.1.118","EC:2.3.1.118",2,0,0.00598473814583152,0,0.0132451932491103,"M3",-1.77394605044645,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.118"
"EC:2.3.1.122","EC:2.3.1.122",6,0,0.132284756604636,0,0.00730196974949676,"M14",0.75,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.122"
"EC:2.3.1.129","EC:2.3.1.129",20,103,0.00544586704710386,0,0.0445112967567878,"M2",1.5352678261903,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.129"
"EC:2.3.1.157","EC:2.3.1.157",3,4,0.135403053610029,0,0.131966539283591,"M23",1.11803398874989,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.157"
"EC:2.3.1.178","EC:2.3.1.178",1,0,1.01294722385181,0,0.0035737236449839,"M87",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.178"
"EC:2.3.1.187","EC:2.3.1.187",2,0,0.52056028888764,0,0.00144058173517197,"M55",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.187"
"EC:2.3.1.189","EC:2.3.1.189",8,152,0.00667383153128693,0,0.0355334950819323,"M4",1.60166245271328,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.189"
"EC:2.3.1.19","EC:2.3.1.19",14,195,0.0114196149034025,0,0.00800878597816607,"M3",-0.921139936826587,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.19"
"EC:2.3.1.191","EC:2.3.1.191",23,139,0.0054570101956005,0,0.0513775823483955,"M2",1.94780577948633,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.191"
"EC:2.3.1.193","EC:2.3.1.193",1,0,1.09784620714337,2.03426424215912e-18,6.46895210262802e-05,"M168",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.193"
"EC:2.3.1.201","EC:2.3.1.201",2,0,0.00225712529603925,0,0.00338556646558021,"M2",-0.939959893585898,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.201"
"EC:2.3.1.204","EC:2.3.1.204",38,60,0.0136053738310592,0,0.00734813219028176,"M3",0.784472290413147,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.204"
"EC:2.3.1.228","EC:2.3.1.228",1,0,1,0,0.0017414283982954,"M153",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.228"
"EC:2.3.1.229","EC:2.3.1.229",1,0,1,0,0.0017414283982954,"M153",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.229"
"EC:2.3.1.239","EC:2.3.1.239",1,0,1,0,0.000105462480139054,"M152",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.239"
"EC:2.3.1.240","EC:2.3.1.240",1,0,1,0,0.000105462480139054,"M152",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.240"
"EC:2.3.1.242","EC:2.3.1.242",9,38,0.0509426114193095,0,2.49198504832363e-05,"M9",1.6910266496147,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.242"
"EC:2.3.1.243","EC:2.3.1.243",1,0,1.09784620714337,4.06852848431824e-18,6.36697286223312e-05,"M168",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.243"
"EC:2.3.1.37","EC:2.3.1.37",11,109,0.00349213963449918,0,0.0212046906044403,"M2",0.297653966302201,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.37"
"EC:2.3.1.4","EC:2.3.1.4",3,0,0.120705236728566,4.06852848431824e-18,2.11702818427481e-05,"M16",-0.477455260559423,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.4"
"EC:2.3.1.40","EC:2.3.1.40",1,0,0.219183150596018,0,0.0116440747927234,"M47",-0.5,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.40"
"EC:2.3.1.41","EC:2.3.1.41",5,0,0.00336668254048384,0,0.0246801208843747,"M2",-0.527421940289865,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.41"
"EC:2.3.1.46","EC:2.3.1.46",1,0,1.0638096267629,0,0.0114673852386206,"M182",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.46"
"EC:2.3.1.89","EC:2.3.1.89",38,0,0.0133580949829516,0,0.00701308504540714,"M3",0.784472290413147,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.89"
"EC:2.3.2.13","EC:2.3.2.13",38,0,0.0133876142513034,6.50964557490918e-17,0.00600022177922045,"M3",0.784472290413147,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Aminoacyltransferases.","o__EC:2.3.2.13"
"EC:2.3.2.17","EC:2.3.2.17",2,0,0.5,0,2.62410060955608e-06,"M65",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Aminoacyltransferases.","o__EC:2.3.2.17"
"EC:2.3.2.18","EC:2.3.2.18",2,0,0.5,0,2.62410060955608e-06,"M65",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Aminoacyltransferases.","o__EC:2.3.2.18"
"EC:2.3.2.2","EC:2.3.2.2",1,0,1,0,0.1933302398552,"M157",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Aminoacyltransferases.","o__EC:2.3.2.2"
"EC:2.3.2.22","EC:2.3.2.22",1,0,1.09235242738836,0,2.5909209250807e-06,"M172",NA,NA,NA,"k__Transferases.","p__Acyltransferases.","c__Aminoacyltransferases.","o__EC:2.3.2.22"
"EC:2.3.2.4","EC:2.3.2.4",2,0,0.264839758112392,0,0.000481699506128924,"M33",-0.866025403784439,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Aminoacyltransferases.","o__EC:2.3.2.4"
"EC:2.3.2.8","EC:2.3.2.8",12,173,0.00431855218687376,0,0.0257747572005024,"M2",0.435166617400879,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Aminoacyltransferases.","o__EC:2.3.2.8"
"EC:2.3.3.5","EC:2.3.3.5",5,81,0.0159160603697629,0,0.0120401495201294,"M5",-0.464218632143169,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Acyl groups converted into alkyl groups on transfer.","o__EC:2.3.3.5"
"EC:2.3.3.8","EC:2.3.3.8",3,1,0.353069167044565,0,0.00111430452815983,"M33",0.866025403784439,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Acyl groups converted into alkyl groups on transfer.","o__EC:2.3.3.8"
"EC:2.3.3.9","EC:2.3.3.9",1,0,0.138038720495168,0,0.0664823246935085,"M29",-0.670820393249937,0,"Peripheral nodes","k__Transferases.","p__Acyltransferases.","c__Acyl groups converted into alkyl groups on transfer.","o__EC:2.3.3.9"
"EC:2.4.1.10","EC:2.4.1.10",4,2,0.0145309245713869,0,0.00614796004258615,"M5",-0.663169474490241,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.10"
"EC:2.4.1.11","EC:2.4.1.11",3,0,0.0778691865668454,0,0.0159732714839523,"M11",0,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.11"
"EC:2.4.1.129","EC:2.4.1.129",2,1,0.00415199753263134,0,0.0929827040023928,"M2",-0.939959893585898,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.129"
"EC:2.4.1.15","EC:2.4.1.15",1,0,1.02864327408502,0,0.0898419599404821,"M213",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.15"
"EC:2.4.1.180","EC:2.4.1.180",7,9.5,0.0431428726723312,0,2.49625829358247e-05,"M9",0.688936783176359,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.180"
"EC:2.4.1.182","EC:2.4.1.182",21,154,0.00548556390910988,0,0.0455110067564089,"M2",1.67278047728898,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.182"
"EC:2.4.1.245","EC:2.4.1.245",3,0,0.156744306817913,0,0.0215333046712851,"M27",-0.243975018237133,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.245"
"EC:2.4.1.246","EC:2.4.1.246",1,0,0.360850460108659,0,9.46305609660817e-05,"M74",-0.577350269189626,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.246"
"EC:2.4.1.247","EC:2.4.1.247",1,0,0.355910129694553,0,6.12156342679116e-05,"M74",-0.577350269189626,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.247"
"EC:2.4.1.250","EC:2.4.1.250",3,0,0.00525241124576943,0,0.0509342076652853,"M4",-0.493535523219789,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.250"
"EC:2.4.1.278","EC:2.4.1.278",1,0,1,0,1.67217527352386e-06,"M146",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.278"
"EC:2.4.1.283","EC:2.4.1.283",1,0,1,0,1.32011767518787e-06,"M144",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.283"
