"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","kingdom","phylum","class","order"
"EC:3.4.21.96","EC:3.4.21.96",30,0,0.0124921485922217,0,0.00416130791321152,"M3",0.215934881333236,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Serine endopeptidases.","o__EC:3.4.21.96"
"EC:3.4.24.15","EC:3.4.24.15",1,0,1.05647758579433,0,0.0062562085839275,"M187",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Metalloendopeptidases.","o__EC:3.4.24.15"
"EC:3.4.24.25","EC:3.4.24.25",1,0,1.07777428805589,2.03426424215912e-18,0.0008450231478286,"M175",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Metalloendopeptidases.","o__EC:3.4.24.25"
"EC:3.4.24.26","EC:3.4.24.26",1,0,1.07777428805589,0,0.000699882390408719,"M175",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Metalloendopeptidases.","o__EC:3.4.24.26"
"EC:3.4.24.34","EC:3.4.24.34",1,0,1.08897112028514,0,8.50802619968719e-05,"M174",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Metalloendopeptidases.","o__EC:3.4.24.34"
"EC:3.4.24.70","EC:3.4.24.70",10,43,0.0276049327071237,0,0.00733044262196411,"M7",1.94740261355572,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Metalloendopeptidases.","o__EC:3.4.24.70"
"EC:3.4.24.77","EC:3.4.24.77",2,0,0.155532929420128,0,0.00464768483414423,"M30",0,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Metalloendopeptidases.","o__EC:3.4.24.77"
"EC:3.4.24.78","EC:3.4.24.78",35,0,0.0139442309690466,0,0.00762946138793005,"M3",0.57127076200818,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Metalloendopeptidases.","o__EC:3.4.24.78"
"EC:3.4.25.1","EC:3.4.25.1",5,8,0.00541506186216708,0,0.0792227509635066,"M4",0.344543667153438,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Threonine endopeptidases.","o__EC:3.4.25.1"
"EC:3.4.25.2","EC:3.4.25.2",3,2,0.355509962402271,0,0.0529874117078941,"M50",1.22474487139159,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Threonine endopeptidases.","o__EC:3.4.25.2"
"EC:3.5.1.10","EC:3.5.1.10",2,3,0.183409781052699,0,0.0734644493592512,"M29",0.447213595499958,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.10"
"EC:3.5.1.108","EC:3.5.1.108",20,0,0.00536691168804052,0,0.0462064570556465,"M2",1.5352678261903,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.108"
"EC:3.5.1.115","EC:3.5.1.115",7,108,0.00651614832600118,0,0.0362952753575764,"M4",1.18262285752667,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.115"
"EC:3.5.1.118","EC:3.5.1.118",1,0,1.10380450775088,0,0.0261766460991211,"M164",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.118"
"EC:3.5.1.25","EC:3.5.1.25",1,0,1.10584198652757,2.03426424215912e-18,0.0677489593253993,"M161",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.25"
"EC:3.5.1.47","EC:3.5.1.47",38,4,0.0133585059310369,1.30192911498184e-16,0.00705270547879514,"M3",0.784472290413147,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.47"
"EC:3.5.1.78","EC:3.5.1.78",2,0,0.523408092854126,0,1.62394003712146e-05,"M54",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.78"
"EC:3.5.1.81","EC:3.5.1.81",3,152,0.00299430253268577,0,0.0368290433041621,"M2",-0.802447242487221,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.81"
"EC:3.5.1.94","EC:3.5.1.94",1,0,0.0231038919463573,0,2.18589289203241e-05,"M9",-2.31733281613866,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.94"
"EC:3.5.2.12","EC:3.5.2.12",1,0,1.09960945123803,0,0.00138249741294419,"M167",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.12"
"EC:3.5.2.17","EC:3.5.2.17",1,0,1.09145311016477,0,0.0351382943034728,"M173",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.17"
"EC:3.5.2.2","EC:3.5.2.2",1,0,1.11087045516264,0,0.031738642992368,"M205",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.2"
"EC:3.5.2.7","EC:3.5.2.7",1,0,1.03142373739606,0,0.0808793139390129,"M208",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.7"
"EC:3.5.2.9","EC:3.5.2.9",1,0,0.00262841450236406,0,0.0185577828854292,"M2",-1.07747254468458,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.9"
"EC:3.5.3.23","EC:3.5.3.23",3,3,0.153014506850776,0,0.0046361313417051,"M24",0.55048188256318,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amidines.","o__EC:3.5.3.23"
"EC:3.5.3.26","EC:3.5.3.26",12,21,0.0204141482041699,0,0.00761213591890007,"M5",0.928437264286338,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amidines.","o__EC:3.5.3.26"
"EC:3.5.3.3","EC:3.5.3.3",14,55,0.0212882667276474,6.50964557490918e-17,0.00548027087823877,"M5",1.32633894898048,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amidines.","o__EC:3.5.3.3"
"EC:3.5.3.8","EC:3.5.3.8",1,0,1.07208463384151,0,0.0212830369432245,"M178",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amidines.","o__EC:3.5.3.8"
"EC:3.5.4.10","EC:3.5.4.10",18,0,0.0277436242060981,0,0.136636144013873,"M6",0.284845567053383,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.10"
"EC:3.5.4.19","EC:3.5.4.19",3,26,0.0169192673852312,0,0.139743701066547,"M6",-1.77782922885043,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.19"
"EC:3.5.4.27","EC:3.5.4.27",4,0,0.117795926945485,0,0.0024530904936923,"M17",0.705475621502659,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.27"
"EC:3.5.4.28","EC:3.5.4.28",1,0,1,0,0.0219082570947785,"M151",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.28"
"EC:3.5.4.29","EC:3.5.4.29",5,5,0.154438188696483,0,2.13794199468293e-05,"M16",0.859419469006961,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.29"
"EC:3.5.4.3","EC:3.5.4.3",12,216,0.0223300214355743,0,0.0195997637604311,"M5",0.928437264286338,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.3"
"EC:3.5.4.31","EC:3.5.4.31",1,0,1,0,0.0219082570947785,"M151",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.31"
"EC:3.5.4.39","EC:3.5.4.39",5,6,0.106677467101545,0,0.0111040668114115,"M11",1.3228756555323,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.39"
"EC:3.5.4.9","EC:3.5.4.9",1,0,1,0,0.141572470282695,"M150",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.9"
"EC:3.5.99.5","EC:3.5.99.5",3,0,0.21099383588787,0,0.00502932978245664,"M32",0.182574185835056,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In other compounds.","o__EC:3.5.99.5"
"EC:3.5.99.6","EC:3.5.99.6",3,6,0.0642897872036505,0,0.0402556829034897,"M13",1.3228756555323,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In other compounds.","o__EC:3.5.99.6"
"EC:3.6.1.11","EC:3.6.1.11",1,0,1,0,0.175639765592082,"M149",NA,NA,NA,"k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.11"
"EC:3.6.1.13","EC:3.6.1.13",1,0,0.21945576210518,0,0.123156886911139,"M47",-0.5,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.13"
"EC:3.6.1.21","EC:3.6.1.21",1,0,1.06793898072767,0,1.50764413577852e-05,"M180",NA,NA,NA,"k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.21"
"EC:3.6.1.22","EC:3.6.1.22",1,0,1.09998464780075,0,0.0576418198499236,"M166",NA,NA,NA,"k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.22"
"EC:3.6.1.25","EC:3.6.1.25",7,8,0.0445606698122496,0,3.64616748681956e-05,"M9",0.688936783176359,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.25"
"EC:3.6.1.31","EC:3.6.1.31",2,4,0.120014138884378,0,0.133057843110578,"M23",0,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.31"
"EC:3.6.1.40","EC:3.6.1.40",1,0,1,0,0.175639765592082,"M149",NA,NA,NA,"k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.40"
"EC:3.6.1.41","EC:3.6.1.41",9,22,0.027042845921411,0,0.00706970210516944,"M7",1.57415044595754,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.41"
"EC:3.6.1.45","EC:3.6.1.45",4,0,0.0349364459237448,0,3.23839599982194e-05,"M9",-0.814198016481151,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.45"
"EC:3.6.1.54","EC:3.6.1.54",5,0,0.00404740192464526,0,0.0120800572326188,"M2",-0.527421940289865,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.54"
"EC:3.6.1.55","EC:3.6.1.55",1,0,1.108697068342,0,0.24471512296494,"M103",NA,NA,NA,"k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.55"
"EC:3.6.1.63","EC:3.6.1.63",5,8,0.151597918191554,0,0.0216898531190847,"M18",1.52853051325576,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.63"
"EC:3.6.1.66","EC:3.6.1.66",2,0,0.135858538853114,0,0.181032370208207,"M28",0,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.66"
"EC:3.6.3.21","EC:3.6.3.21",1,0,1.11087045516264,0,0.174736386193346,"M205",NA,NA,NA,"k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.21"
"EC:3.6.3.22","EC:3.6.3.22",2,0,0.257636041841178,0,0.000503237999859623,"M49",0,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.22"
"EC:3.6.3.3","EC:3.6.3.3",1,0,1,2.03426424215912e-18,0.0658489846199268,"M147",NA,NA,NA,"k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.3"
"EC:3.6.3.33","EC:3.6.3.33",6,0,0.0346681752735762,0,3.63189594918322e-05,"M9",0.187891849957189,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.33"
"EC:3.6.3.44","EC:3.6.3.44",37,4,0.0132665065958074,0,0.00754633311405326,"M3",0.713405114278158,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.44"
"EC:3.6.3.5","EC:3.6.3.5",1,0,1,0,0.0658489846199268,"M147",NA,NA,NA,"k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.5"
"EC:3.6.3.9","EC:3.6.3.9",3,0,0.348841057835752,0,0.000523226719705994,"M33",0.866025403784439,0,"Peripheral nodes","k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.9"
"EC:3.7.1.12","EC:3.7.1.12",1,0,1.09773593263085,0,0.0227822365154917,"M169",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-carbon bonds.","c__In ketonic substances.","o__EC:3.7.1.12"
"EC:3.7.1.13","EC:3.7.1.13",1,0,1.05863496516594,0,5.9989380318264e-05,"M185",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-carbon bonds.","c__In ketonic substances.","o__EC:3.7.1.13"
"EC:3.7.1.17","EC:3.7.1.17",2,0,0.530861017792727,0,0.00677013587182825,"M80",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-carbon bonds.","c__In ketonic substances.","o__EC:3.7.1.17"
"EC:3.7.1.20","EC:3.7.1.20",1,0,0.00275658381014167,0,0.0183865040049737,"M2",-1.07747254468458,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-carbon bonds.","c__In ketonic substances.","o__EC:3.7.1.20"
"EC:3.7.1.22","EC:3.7.1.22",6,0,0.00638557101584125,0,0.0223193638755452,"M4",0.763583262340051,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-carbon bonds.","c__In ketonic substances.","o__EC:3.7.1.22"
"EC:3.7.1.3","EC:3.7.1.3",3,12,0.0777744371682161,0,0.0550924087515044,"M13",1.3228756555323,0,"Peripheral nodes","k__Hydrolases.","p__Acting on carbon-carbon bonds.","c__In ketonic substances.","o__EC:3.7.1.3"
"EC:4.1.1.17","EC:4.1.1.17",2,0,0.00280652879089255,0,0.0343159071515847,"M2",-0.939959893585898,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.17"
"EC:4.1.1.19","EC:4.1.1.19",16,365,0.00541553926918654,0,0.029740715246408,"M2",0.98521722179559,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.19"
"EC:4.1.1.33","EC:4.1.1.33",1,0,1.03016728880738,0,0.00260545130723999,"M211",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.33"
"EC:4.1.1.39","EC:4.1.1.39",2,0,0.0983294737688049,0,0.0214174015493355,"M18",-0.940634162003545,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.39"
"EC:4.1.1.4","EC:4.1.1.4",2,0,0.541013719582889,0,0.0088699074446758,"M77",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.4"
"EC:4.1.1.47","EC:4.1.1.47",1,0,1.10308074114934,0,0.0116534186043922,"M165",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.47"
"EC:4.1.1.48","EC:4.1.1.48",4,0,0.171276548177957,0,0.128188442253318,"M25",0.243975018237133,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.48"
"EC:4.1.1.50","EC:4.1.1.50",1,0,0.0056261391563036,0,0.0259937821721655,"M3",-1.84501322658144,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.50"
"EC:4.1.1.7","EC:4.1.1.7",1,0,0.120080678806916,0,0.030061705984881,"M27",-1.70782512765993,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.7"
"EC:4.1.1.71","EC:4.1.1.71",1,0,1.04304648424829,0,0.00577290164636397,"M200",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.71"
"EC:4.1.1.73","EC:4.1.1.73",2,0,0.5,0,0.0301210546072096,"M64",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.73"
"EC:4.1.1.8","EC:4.1.1.8",1,0,0.364797047849744,0,0.00215175300546905,"M75",-0.577350269189626,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.8"
"EC:4.1.1.85","EC:4.1.1.85",2,0,0.545669498804787,0,2.33020770298628e-05,"M54",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.85"
"EC:4.1.1.87","EC:4.1.1.87",2,0,0.542640298308927,0,0.00287071702141263,"M55",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.87"
"EC:4.1.1.97","EC:4.1.1.97",2,84,0.00537159442769324,0,0.0227388108251689,"M4",-0.912575118406403,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.97"
"EC:4.1.2.14","EC:4.1.2.14",1,0,1.00023110718268,0,0.0848031575151149,"M97",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.14"
"EC:4.1.2.19","EC:4.1.2.19",11,12,0.0168499107932358,0,0.00565959778232256,"M5",0.729486421939265,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.19"
"EC:4.1.2.22","EC:4.1.2.22",1,0,1,0,0.0353870059505468,"M143",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.22"
"EC:4.1.2.25","EC:4.1.2.25",2,0,0.273372231798084,0,0.11108171479702,"M44",-0.866025403784439,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.25"
"EC:4.1.2.29","EC:4.1.2.29",1,0,0.0833735841364505,0,0.000261785300294384,"M26",-0.816496580927726,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.29"
"EC:4.1.2.34","EC:4.1.2.34",1,0,1.00002216656378,0,0.000131650561159201,"M99",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.34"
"EC:4.1.2.41","EC:4.1.2.41",1,0,1,0,0.000450920831344903,"M141",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.41"
"EC:4.1.2.43","EC:4.1.2.43",38,52,0.0135541702503924,0,0.00723347135134208,"M3",0.784472290413147,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.43"
"EC:4.1.2.50","EC:4.1.2.50",1,0,1,0,0.0875759261303151,"M140",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.50"
"EC:4.1.2.53","EC:4.1.2.53",1,0,1.01912004886851,2.03426424215912e-18,3.06753149485873e-06,"M85",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.53"
"EC:4.1.2.57","EC:4.1.2.57",12,0,0.0168452284203933,0,0.0047576492981083,"M5",0.928437264286338,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.57"
"EC:4.1.2.9","EC:4.1.2.9",1,0,1,0,0.0353870059505468,"M143",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.9"
"EC:4.1.3.16","EC:4.1.3.16",2,77,0.00247084988554887,4.06852848431824e-18,0.00644188663643909,"M2",-0.939959893585898,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.16"
"EC:4.1.3.24","EC:4.1.3.24",1,0,1.0243100330421,0,0.0303095515163907,"M83",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.24"
"EC:4.1.3.25","EC:4.1.3.25",1,0,1.0243100330421,2.03426424215912e-18,0.0319915025355786,"M83",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.25"
"EC:4.1.3.30","EC:4.1.3.30",1,0,0.0113452737756885,0,0.0204508270470491,"M5",-1.26002200153146,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.30"
"EC:4.1.3.34","EC:4.1.3.34",1,0,1.09998464780075,0,0.103310509408787,"M166",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.34"
"EC:4.1.3.36","EC:4.1.3.36",4,0,0.176718451157386,0,0.0758883076080523,"M19",0,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.36"
"EC:4.1.3.40","EC:4.1.3.40",9,15,0.0270368740282169,0,0.00561316022504084,"M7",1.57415044595754,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.40"
"EC:4.1.3.42","EC:4.1.3.42",1,0,1.00023110718268,0,0.0846854082022026,"M97",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.42"
"EC:4.1.3.44","EC:4.1.3.44",13,0,0.0784372616943001,0,3.35565659950738e-05,"M10",0.467426352442804,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.44"
"EC:4.1.3.45","EC:4.1.3.45",5,0,0.0194686677490059,1.62741139372729e-17,0.0017286945970555,"M7",0.0811417755648218,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.45"
"EC:4.1.99.14","EC:4.1.99.14",23,0,0.0116997936325176,0,0.00859377320354474,"M3",-0.281535351611687,0,"Peripheral nodes","k__Lyases.","p__Carbon-carbon lyases.","c__Other carbon-carbon lyases.","o__EC:4.1.99.14"
