"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","ta1","ta2","ta3"
"EC:1.14.13.141","EC:1.14.13.141",18,61,0.000259911327472909,9.51554678583703e-17,0.0147114757372037,"M1",-0.567975389735655,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.142","EC:1.14.13.142",36,218,0.000286881381683476,1.07247046647003e-16,0.00905141176654864,"M1",0.04873875476916,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.149","EC:1.14.13.149",75,4646,0.000310371733118061,1.68230661407063e-16,0.0570121172706078,"M1",1.38495273452959,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.165","EC:1.14.13.165",75,733,0.000287222338084847,9.93612343935469e-17,0.0114693289069486,"M1",1.35069083761266,0.0263111111111111,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.172","EC:1.14.13.172",3,4,0.271527757192059,5.07219800972962e-17,0.000356943851534757,"M40",1.41421356237309,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.186","EC:1.14.13.186",9,1.2,0.125822668104562,1.61907968210829e-16,2.57155414411232e-05,"M18",0.9298956298171,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.2","EC:1.14.13.2",87,1736,0.000306904156695825,2.32894321885404e-16,0.0371662500764452,"M1",1.7960954975328,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.20","EC:1.14.13.20",3,5,0.000203851610758365,4.64574967978674e-17,0.00358384044014942,"M1",-1.08190384348967,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.22","EC:1.14.13.22",50,2096,0.000295278358771924,1.41418899745313e-16,0.0138748563278692,"M1",0.528405311606238,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.23","EC:1.14.13.23",1,0,1.22360114229971,1.69460675795292e-17,2.91625225648626e-07,"M129",NA,NA,NA,"t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.40","EC:1.14.13.40",12,4294,0.000289254500150416,1.68624952019736e-16,0.0226724042683939,"M14",0.488313500238984,0.652777777777778,"Connectors","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.50","EC:1.14.13.50",11,37,0.000242406359131388,8.62346427466481e-17,0.00300322512489062,"M1",-0.807808668154194,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.59","EC:1.14.13.59",17,7243,0.000257523875641889,2.04751829405882e-16,0.00832843487050222,"M1",-0.602237286652589,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.7","EC:1.14.13.7",58,84,0.00029248299356731,4.83663151545308e-17,0.0130033128293833,"M1",0.802500486941712,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.70","EC:1.14.13.70",13,272,0.000203305587349335,1.92439745645709e-16,0.00276471427506173,"M5",1.10919773300727,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.8","EC:1.14.13.8",2,0,0.628614633971996,3.40951357582976e-17,3.50922998749007e-06,"M66",NA,NA,NA,"t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.81","EC:1.14.13.81",4,1,0.150576776830353,7.03982789495386e-17,0.000834603468829102,"M25",0.408958905954598,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.82","EC:1.14.13.82",25,2182,0.00027151950166353,2.61808966814743e-16,0.013028598436929,"M2",-0.728688264201401,0.32,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.83","EC:1.14.13.83",26,9730,0.0002887213595333,2.53857439459174e-16,0.0384070542864098,"M1",-0.36240400823405,0.144970414201183,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.84","EC:1.14.13.84",3,509,0.000168572887628403,4.99901608372461e-17,0.00515441152826706,"M4",-1.06637040231477,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.13.9","EC:1.14.13.9",4,0,0.280360539005189,7.61596827732832e-17,0.00768345226338246,"M35",NA,NA,NA,"t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With NADH or NADPH as one donor, and incorporation of one atom of oxygen."
"EC:1.14.14.1","EC:1.14.14.1",16,2788,0.000276400323582118,1.59293407519813e-16,0.0108282996530463,"M1",-0.670761080486458,0.1171875,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen."
"EC:1.14.14.12","EC:1.14.14.12",14,754,0.000273739494123291,1.31660207081661e-16,0.012354574873216,"M1",-0.739284874320326,0.13265306122449,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen."
"EC:1.14.14.5","EC:1.14.14.5",46,4033,0.000327836919392137,8.41153307035317e-17,0.0754593806990455,"M2",-0.173066631692505,0.0425330812854442,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen."
"EC:1.14.14.8","EC:1.14.14.8",2,0,0.00018693466147186,2.27497469124444e-17,0.000576951441631012,"M1",-1.1161657404066,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen."
"EC:1.14.14.9","EC:1.14.14.9",64,6667,0.000292445596665545,1.18812904618739e-16,0.0211530168824116,"M1",1.00807186844332,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen."
"EC:1.14.15.11","EC:1.14.15.11",14,195,0.000208495578687243,1.78435626355957e-16,0.0032852745604904,"M1",-0.705022977403392,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen."
"EC:1.14.15.12","EC:1.14.15.12",1,0,0.202395892619922,2.07817436890409e-17,7.15614578348543e-06,"M52",-0.866025403784439,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen."
"EC:1.14.15.13","EC:1.14.15.13",7,1233,0.000195101335989147,9.27680009771919e-17,0.00179813957657533,"M1",-0.944856255821931,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen."
"EC:1.14.15.3","EC:1.14.15.3",20,60,0.000289662589427152,8.71382254006899e-17,0.0108556745956773,"M1",-0.533713492818721,0.095,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen."
"EC:1.14.15.7","EC:1.14.15.7",58,4361,0.00033600442100238,1.09349929914591e-16,0.00290556353513131,"M2",0.0491820213110535,0.0980975029726516,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen."
"EC:1.14.16.1","EC:1.14.16.1",68,5534,0.000333167615247813,2.01876793688476e-16,0.0199263921014357,"M2",0.293655539614968,0.0575259515570934,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With reduced pteridine as one donor, and incorporation of one atom of oxygen."
"EC:1.14.18.1","EC:1.14.18.1",11,4482,0.000274665420020178,9.92626617403787e-17,0.00446419998660101,"M1",-0.807808668154194,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With another compound as one donor, and incorporation of one atom of oxygen."
"EC:1.14.18.3","EC:1.14.18.3",2,0,0.553431006919824,4.52483583983235e-17,0.000528395968775507,"M65",NA,NA,NA,"t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With another compound as one donor, and incorporation of one atom of oxygen."
"EC:1.14.19.1","EC:1.14.19.1",16,1073,0.000275208579601084,5.25720816897073e-17,0.0664154458646312,"M2",-0.83981259070318,0.1171875,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water."
"EC:1.14.19.2","EC:1.14.19.2",18,1636,0.000259899162925902,1.78827221622645e-16,0.0258176641427926,"M1",-0.567975389735655,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water."
"EC:1.14.19.20","EC:1.14.19.20",5,0,0.196142981144676,8.32428311899083e-17,4.90710695192035e-05,"M26",-1.4638501094228,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water."
"EC:1.14.19.3","EC:1.14.19.3",116,2345,0.000331337279612162,2.4603734230783e-16,0.0325512896223987,"M1",2.61838102353922,0.0824910820451843,"Module hubs","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water."
"EC:1.14.19.8","EC:1.14.19.8",1,0,1.08801949353675,2.29216467771176e-17,0.00169723281506451,"M142",NA,NA,NA,"t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water."
"EC:1.14.19.9","EC:1.14.19.9",62,1831,0.000337087670852998,1.976710271533e-16,0.00724675094033227,"M2",0.138081482512477,0.0920915712799167,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water."
"EC:1.14.99.1","EC:1.14.99.1",2,1338,0.00021372452678906,2.89988424039202e-17,0.000969316024124907,"M1",-1.1161657404066,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__Miscellaneous."
"EC:1.14.99.29","EC:1.14.99.29",28,0,0.00742067355390395,2.59684841653796e-16,2.71269386369344e-05,"M6",-0.265340369007298,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__Miscellaneous."
"EC:1.14.99.39","EC:1.14.99.39",2,0,0.553431006919824,4.38695041565285e-17,0.000528395968775507,"M65",NA,NA,NA,"t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__Miscellaneous."
"EC:1.14.99.44","EC:1.14.99.44",1,0,0.000188986358399152,1.08737958026172e-17,0.000347607890300028,"M1",-1.15042763732354,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__Miscellaneous."
"EC:1.14.99.50","EC:1.14.99.50",127,5058,0.000355654472525991,1.00938396844238e-16,0.043525678457795,"M2",1.62714745763632,0.0156240312480624,"Peripheral nodes","t__Oxidoreductases.","t__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","t__Miscellaneous."
"EC:1.15.1.2","EC:1.15.1.2",7,41,0.0336907695497159,1.03956200510493e-16,0.0007120736902847,"M10",0.145419576216042,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on superoxide as acceptor.","t__Acting on superoxide as acceptor."
"EC:1.16.1.3","EC:1.16.1.3",20,0,0.0243879955118155,2.60866840534502e-16,6.60112169192615e-05,"M7",0.473928013710961,0,"Peripheral nodes","t__Oxidoreductases.","t__Oxidizing metal ions.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.16.1.9","EC:1.16.1.9",24,6,0.0263554027879933,3.13974661596008e-16,4.59080997412341e-05,"M7",0.947856027421921,0,"Peripheral nodes","t__Oxidoreductases.","t__Oxidizing metal ions.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.16.3.2","EC:1.16.3.2",2,34138,0.000246592401223864,2.42406582916135e-17,0.00558117227040604,"M9",-1.84397989955834,0.5,"Peripheral nodes","t__Oxidoreductases.","t__Oxidizing metal ions.","t__With oxygen as acceptor."
"EC:1.16.8.1","EC:1.16.8.1",7,736,0.000223225957422916,8.99598675976297e-17,0.00158206380403185,"M5",-0.249003572715917,0,"Peripheral nodes","t__Oxidoreductases.","t__Oxidizing metal ions.","t__With a flavin as acceptor."
"EC:1.17.1.1","EC:1.17.1.1",103,2903,0.000343327793339438,0,0.00834807175280925,"M2",1.11597555572813,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on CH or CH2 groups.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.17.1.2","EC:1.17.1.2",28,409,0.000230764394220665,3.42178536697883e-16,0.173393385894861,"M4",0.962888304101973,0.0688775510204082,"Peripheral nodes","t__Oxidoreductases.","t__Acting on CH or CH2 groups.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.17.1.4","EC:1.17.1.4",8,213,0.000230796740881031,8.48053392757092e-17,0.069804942758062,"M2",-1.01761151310603,0.21875,"Peripheral nodes","t__Oxidoreductases.","t__Acting on CH or CH2 groups.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.17.1.8","EC:1.17.1.8",1,0,0.000152735150135913,1.51023143468716e-17,0.186869853919487,"M4",-1.23547529451616,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on CH or CH2 groups.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.17.4.2","EC:1.17.4.2",1,0,1.35942036447061,1.65240654259224e-17,0.00380149202127698,"M114",NA,NA,NA,"t__Oxidoreductases.","t__Acting on CH or CH2 groups.","t__With a disulfide as acceptor."
"EC:1.17.5.1","EC:1.17.5.1",2,0,0.524129172146838,5.18989449436681e-17,8.44320593484463e-05,"M64",NA,NA,NA,"t__Oxidoreductases.","t__Acting on CH or CH2 groups.","t__With a quinone or similar compound as acceptor."
"EC:1.17.7.1","EC:1.17.7.1",8,0,0.000140117467144621,1.31074970370678e-16,0.183592084391085,"M9",0.0815018740136282,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on CH or CH2 groups.","t__With an iron-sulfur protein as acceptor."
"EC:1.17.7.3","EC:1.17.7.3",8,0,0.000140117467144621,1.32013322066667e-16,0.183592084391085,"M9",0.0815018740136282,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on CH or CH2 groups.","t__With an iron-sulfur protein as acceptor."
"EC:1.17.99.1","EC:1.17.99.1",18,0,0.000249625312087402,2.09236885125035e-16,0.0028558443977751,"M2",-0.773137994802112,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on CH or CH2 groups.","t__With other acceptors."
"EC:1.17.99.2","EC:1.17.99.2",3,0,0.334207606313336,6.82944505393771e-17,1.72872627831655e-05,"M44",NA,NA,NA,"t__Oxidoreductases.","t__Acting on CH or CH2 groups.","t__With other acceptors."
"EC:1.17.99.6","EC:1.17.99.6",77,676,0.000327196447316666,0,0.0836481549770405,"M2",0.515904192618526,0.0256367009613763,"Peripheral nodes","t__Oxidoreductases.","t__Acting on CH or CH2 groups.","t__With other acceptors."
"EC:1.18.1.1","EC:1.18.1.1",4,0,0.000174375747522495,5.04550799431496e-17,0.000904114166462085,"M8",-0.480470022812576,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on iron-sulfur proteins as donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.18.1.2","EC:1.18.1.2",5,0,0.000262652098109973,3.46975739152068e-17,0.137864323018186,"M2",-1.06206124370674,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on iron-sulfur proteins as donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.18.1.3","EC:1.18.1.3",27,1457,0.00031081922129747,1.80847961012593e-16,0.0781648540834317,"M2",-0.617563937699622,0.137174211248285,"Peripheral nodes","t__Oxidoreductases.","t__Acting on iron-sulfur proteins as donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.18.6.1","EC:1.18.6.1",1,0,1.42131342340313,1.52620497754124e-17,0.00430034498650478,"M101",NA,NA,NA,"t__Oxidoreductases.","t__Acting on iron-sulfur proteins as donors.","t__With dinitrogen as acceptor."
"EC:1.2.1.10","EC:1.2.1.10",6,608,0.000227497433990243,4.0644790656355e-17,0.0402727839580845,"M1",-1.0133800496558,0.277777777777778,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.11","EC:1.2.1.11",4,0,0.00571142145634918,7.92347960347062e-17,0.18803267194143,"M11",-0.276874433018745,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.12","EC:1.2.1.12",32,50,0.00837460831566084,3.16635448721342e-16,0.188083270731964,"M6",0.186302812281719,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.16","EC:1.2.1.16",12,783.666666666662,0.000255963280860976,1.57847675273346e-16,0.144080096721652,"M1",-0.77354677123726,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.18","EC:1.2.1.18",29,1256.5,0.000297391394128714,2.04373967568737e-16,0.101155393892259,"M1",-0.328142111317116,0.237812128418549,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.19","EC:1.2.1.19",2,15,0.000216306849831378,2.41811039803244e-17,0.0052260459675194,"M1",-1.1161657404066,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.2","EC:1.2.1.2",3,0,0.000218768707315926,4.27805314749993e-17,0.145808877123999,"M4",-1.23547529451616,0.444444444444444,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.20","EC:1.2.1.20",12,783.666666666662,0.000255963280860976,1.59958772928699e-16,0.144080096721652,"M1",-0.77354677123726,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.21","EC:1.2.1.21",1,0,1.10330581909145,2.0721725263214e-17,0.000815562265609622,"M140",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.22","EC:1.2.1.22",1,0,1.10330581909145,1.92346863662451e-17,0.00094137055042467,"M140",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.24","EC:1.2.1.24",6,14,0.00017440713442911,8.55564102694292e-17,0.000454345552916119,"M8",0.0800783371354294,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.27","EC:1.2.1.27",29,1256.5,0.000297391394128714,1.92282388780105e-16,0.101155393892259,"M1",-0.328142111317116,0.237812128418549,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.28","EC:1.2.1.28",9,3609,0.000226343135074784,1.12050409892012e-16,0.0119337777201176,"M1",-0.876332461988063,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.3","EC:1.2.1.3",6,753,0.00025005848815656,9.26911515291653e-17,0.176013354665832,"M22",0.612372435695794,0.277777777777778,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.32","EC:1.2.1.32",4,0,0.264309602934798,7.91890923011581e-17,0.00861466855600237,"M35",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.38","EC:1.2.1.38",3,0,0.00017954879713193,5.0492397650062e-17,0.183550182209388,"M13",-0.256045778249595,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.39","EC:1.2.1.39",6,665,0.00027294175810927,5.31635176087165e-17,0.0249530023996916,"M1",-1.0133800496558,0.277777777777778,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.4","EC:1.2.1.4",88,1231,0.000313019334307877,1.33533087491857e-16,0.02978804243137,"M1",1.83035739444974,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.41","EC:1.2.1.41",31,2492,0.000277857441477421,1.89259494082946e-16,0.154994730656102,"M2",-0.617563937699622,0.312174817898023,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.43","EC:1.2.1.43",33,0,0.000218024663404746,3.76777537959921e-16,0.0170183491096761,"M4",1.47020298070616,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.46","EC:1.2.1.46",48,796,0.000296714573334045,1.08561348689246e-16,0.0234838589261874,"M1",0.45988151777237,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.54","EC:1.2.1.54",8,611,0.000219356350640552,1.20537926049182e-16,0.00153630574773469,"M8",0.360352517109432,0.21875,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.59","EC:1.2.1.59",9,0,0.0879994272984506,1.24534263379707e-16,0.000172897987216737,"M12",-0.079818103734761,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.60","EC:1.2.1.60",63,72,0.000297998341682992,3.15432490138244e-17,0.0146912720231792,"M1",0.973809971526383,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.68","EC:1.2.1.68",97,9387,0.00034442405235522,1.17761462984944e-16,0.00982255802791025,"M2",0.915951768024931,0.0603677330215751,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.70","EC:1.2.1.70",20,133,0.00027857824474132,9.46297470414732e-17,0.150295438569392,"M2",-0.728688264201401,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
