"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","ta1","ta2","ta3"
"EC:4.2.1.104","EC:4.2.1.104",35,1434,0.000274718477424334,3.83250475517966e-16,0.0129482865261076,"M2",-0.57311420709891,0.35265306122449,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.107","EC:4.2.1.107",3,0,0.363305328909594,7.14117930601712e-17,0.000321708175204209,"M57",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.108","EC:4.2.1.108",9,1218,0.000232571185803516,1.2934683012762e-16,0.00658953646683585,"M1",-0.910594358904997,0.197530864197531,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.109","EC:4.2.1.109",70,487,0.000277470970153536,1.3300736667496e-16,0.0137845931269755,"M1",1.21364324994492,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.11","EC:4.2.1.11",3,0,0.335969264402808,6.58372250402715e-17,0.188127483073228,"M44",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.113","EC:4.2.1.113",24,1266,0.000286332882186388,1.28735885037671e-16,0.0715653269657574,"M1",-0.36240400823405,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.114","EC:4.2.1.114",10,3970,0.000127189538132651,1.61293630927197e-16,0.0018879090474427,"M9",0.631639523605618,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.115","EC:4.2.1.115",2,0,0.000194558088402945,2.5116084206347e-17,0.00506240462319322,"M1",-1.1161657404066,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.116","EC:4.2.1.116",6,8,0.000112819479064849,9.12137061952837e-17,0.00210203941026052,"M9",-0.468635775578361,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.119","EC:4.2.1.119",3,0,0.366197693049526,6.75616166288638e-17,0.000336824246079562,"M57",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.12","EC:4.2.1.12",9,409,0.000270156132772746,1.17235742168047e-16,0.0226631921232235,"M2",-0.995386647805671,0.197530864197531,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.120","EC:4.2.1.120",1,0,1,2.36621536978528e-17,0.000196054794139078,"M96",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.126","EC:4.2.1.126",12,9,0.000249264505977561,1.38428862599211e-16,0.0465803776796059,"M1",-0.77354677123726,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.129","EC:4.2.1.129",29,157.5,0.000275452556383485,2.64963291716125e-16,0.0239264027198033,"M2",-0.528664476498198,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.131","EC:4.2.1.131",3,0,0.137036188142058,5.50445430096231e-17,0.000713255929951087,"M25",-0.306719179465949,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.132","EC:4.2.1.132",2,2,0.338285105660357,3.19244138065515e-17,0.000304116125626127,"M55",0.866025403784439,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.136","EC:4.2.1.136",1,0,0.456852369179923,1.45109818374219e-17,4.57967234564724e-05,"M69",-0.577350269189626,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.137","EC:4.2.1.137",76,323,0.000285278778958277,1.2932732095668e-16,0.00813529946522139,"M1",1.38495273452959,0.0259695290858726,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.140","EC:4.2.1.140",3,0,0.257300946120051,5.02795451191327e-17,0.000299857850944866,"M38",-0.239045721866879,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.141","EC:4.2.1.141",36,256,0.000289481653833579,2.18699859829183e-16,0.00786872710966113,"M2",-0.373090419395707,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.144","EC:4.2.1.144",1,0,1.09349225261411,2.10719882469793e-17,0.000314242404141996,"M141",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.147","EC:4.2.1.147",44,796,0.000306133096616969,0,0.00412980249959007,"M2",-0.195291496992861,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.148","EC:4.2.1.148",44,2383,0.000304363160048789,1.42996062196004e-16,0.0138521926386894,"M2",-0.195291496992861,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.149","EC:4.2.1.149",27,16030,0.000254569299249641,3.45143930680693e-16,0.0064850592763725,"M5",2.69376592301765,0.400548696844993,"Module hubs","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.151","EC:4.2.1.151",99,2018,0.000318237852426549,1.8505372754777e-16,0.0294803477436971,"M2",1.02707609452671,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.153","EC:4.2.1.153",3,32,0.000197919275582552,4.40167968334839e-17,0.0115104989669907,"M4",-1.23547529451616,0.444444444444444,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.17","EC:4.2.1.17",8,1567,0.000256280857483086,1.28341594424998e-16,0.177993582320534,"M22",1.22474487139159,0.375,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.18","EC:4.2.1.18",53,2022,0.000317174864202589,1.34584529125651e-16,0.0624342127183175,"M2",0.00473229071034187,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.19","EC:4.2.1.19",4,0,0.000176189843579592,5.57669651306746e-17,0.186129204959581,"M17",-0.817423891369599,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.2","EC:4.2.1.2",1,0,0.0532020335293534,1.37974082802854e-17,0.18803611752844,"M12",-2.84684569987315,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.20","EC:4.2.1.20",7,17,0.00440802383460625,1.10839516948567e-16,0.187845620899655,"M11",1.21824750528248,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.22","EC:4.2.1.22",107,7414,0.00033570657316633,1.75590752843623e-16,0.0554161175417151,"M1",2.27576205436988,0.105860773866713,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.24","EC:4.2.1.24",26,738,0.000218104096556834,3.1354318095252e-16,0.177564228507316,"M4",0.793783411900578,0.0739644970414202,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.25","EC:4.2.1.25",6,29,0.000220335670627405,8.45260500917326e-17,0.00107274346170205,"M8",-0.480470022812576,0.444444444444444,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.28","EC:4.2.1.28",1,0,0.418701103312477,1.53749203909598e-17,0.00109793914530046,"M71",-0.577350269189626,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.3","EC:4.2.1.3",12,28,0.0361955824388034,1.64471980161492e-16,0.187862090134304,"M10",1.47843235819642,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.33","EC:4.2.1.33",62,473,0.000306856606926392,1.42996062196004e-16,0.183995617412672,"M2",0.204756078413544,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.35","EC:4.2.1.35",58,2095,0.000315858477098971,1.93465260618123e-16,0.183306891510171,"M2",0.0714068866114094,0.0665873959571938,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.40","EC:4.2.1.40",98,7948,0.000337637961489898,1.38790295660827e-16,0.0178028489763904,"M1",1.83035739444974,0.183256976259892,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.41","EC:4.2.1.41",98,4120,0.000333078358020101,7.57037976331786e-17,0.0188827945370864,"M1",2.10445256978521,0.0399833402748855,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.42","EC:4.2.1.42",33,1885,0.00029028454909502,2.52345992110595e-16,0.00577911480480616,"M2",-0.439765015296775,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.43","EC:4.2.1.43",2,3,0.225578377811855,2.95034929762912e-17,0.000333740505311818,"M40",0,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.44","EC:4.2.1.44",84,4289,0.000308487358109683,1.92413818984329e-16,0.0331891407024667,"M1",1.693309806782,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.45","EC:4.2.1.45",3,2674,0.000225866674379487,4.80459540317341e-17,0.0291196934470138,"M76",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.46","EC:4.2.1.46",66,341,0.000270648816965285,1.3826457484393e-16,0.17510712260087,"M1",1.07659566227719,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.47","EC:4.2.1.47",97,3459,0.000328311984088987,5.0469198422119e-17,0.0898850684832684,"M2",0.982626363925999,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.49","EC:4.2.1.49",33,301,0.000294755799829268,1.81110821421042e-16,0.111698884478515,"M1",-0.0540469359816426,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.51","EC:4.2.1.51",21,12,0.000288564635994543,1.47201828731181e-16,0.184963769642654,"M2",-0.706463398901045,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.55","EC:4.2.1.55",30,319,0.000267924172759583,2.18699859829183e-16,0.0185778225324349,"M2",-0.506439611197842,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.56","EC:4.2.1.56",6,1346,0.00017353422302122,9.06530046963969e-17,0.000371749856814753,"M8",0.0800783371354294,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.57","EC:4.2.1.57",1,0,0.000198915842433098,1.73623920373376e-17,0.00172525839784722,"M14",-1.52597968824683,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.59","EC:4.2.1.59",75,6826,0.000329192571914084,0,0.0912609430570097,"M2",0.471454462017814,0.0263111111111111,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.6","EC:4.2.1.6",3,62,0.000241408814107551,4.20248078007098e-17,0.0263174500887554,"M1",-1.1161657404066,0.444444444444444,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.68","EC:4.2.1.68",42,20,0.000275357654822202,4.33719673940086e-17,0.0193048058851155,"M1",0.254310136270765,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.7","EC:4.2.1.7",35,1786,0.000282460091512743,1.7243642794224e-16,0.0212228968910477,"M2",-0.395315284696063,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.75","EC:4.2.1.75",26,0,0.000211937673514284,3.10906362480271e-16,0.17690339753842,"M4",0.878335858001275,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.76","EC:4.2.1.76",4,0,0.226138107535688,6.75726846793331e-17,1.93006037543708e-05,"M34",-1.29099444873581,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.77","EC:4.2.1.77",1,0,0.000146329436266617,1.6110809746078e-17,0.00482349021513909,"M13",-1.58748382514749,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.79","EC:4.2.1.79",38,8,0.000296474211906752,4.10062237179717e-17,0.0270766644316235,"M1",-0.0197850390647084,0.188365650969529,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.8","EC:4.2.1.8",59,523,0.000326789311802078,1.20915787886327e-16,0.0308279486370405,"M1",0.425619620855436,0.324044814708417,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.80","EC:4.2.1.80",3,27,0.00023488871508966,3.74001074895684e-17,0.025922175122619,"M1",-1.08190384348967,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.83","EC:4.2.1.83",12,2516,0.000247317510194169,1.22985813602859e-16,0.011135158086549,"M1",-0.77354677123726,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.84","EC:4.2.1.84",15,4210,0.000240964285015066,2.17648418195388e-16,0.0185820332529687,"M2",-0.928712051904603,0.426666666666667,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.9","EC:4.2.1.9",21,117,0.000293659125600673,0,0.185857010121134,"M2",-0.706463398901045,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.96","EC:4.2.1.96",2,0,0.000255877709767996,2.16202685948921e-17,0.143352222016236,"M2",-1.12873583960781,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.99","EC:4.2.1.99",82,310,0.000327942695558944,0,0.00522713299781387,"M2",0.649253384420661,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.2.1","EC:4.2.2.1",15,1721,0.000231487062477373,1.87150450024535e-16,0.00494408906939263,"M1",-0.670761080486458,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on polysaccharides."
"EC:4.2.2.17","EC:4.2.2.17",40,699,0.00030758929724066,1.04092721745621e-16,0.00528554419630823,"M1",0.117262548603028,0.095,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on polysaccharides."
"EC:4.2.2.2","EC:4.2.2.2",20,267,0.000273201294438168,5.57264065910898e-17,0.0135030999349073,"M1",-0.499451595901787,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on polysaccharides."
"EC:4.2.2.20","EC:4.2.2.20",1,0,1,2.43478415037756e-17,6.65210908162378e-05,"M94",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on polysaccharides."
"EC:4.2.2.21","EC:4.2.2.21",1,0,1,2.50602357252747e-17,6.65210908162378e-05,"M94",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on polysaccharides."
"EC:4.2.2.6","EC:4.2.2.6",30,23,0.000277883079827027,2.01876793688476e-16,0.00231477136027506,"M2",-0.506439611197842,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on polysaccharides."
"EC:4.2.2.7","EC:4.2.2.7",1,0,1.16589233531647,1.9604573481285e-17,2.02662558354327e-05,"M133",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on polysaccharides."
"EC:4.2.2.8","EC:4.2.2.8",1,0,1.16589233531647,2.01497529530101e-17,2.87741547433365e-05,"M133",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on polysaccharides."
"EC:4.2.3.1","EC:4.2.3.1",2,0,0.00418539185355275,3.19655036504635e-17,0.187892789975773,"M11",-1.27362239188623,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on phosphates."
"EC:4.2.3.118","EC:4.2.3.118",13,132,0.000206013556787522,2.07956082382893e-16,0.00342746147546906,"M1",-0.739284874320326,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on phosphates."
"EC:4.2.3.12","EC:4.2.3.12",11,798,0.000284856339482162,1.06721325830106e-16,0.102862019833458,"M2",-0.973161782505315,0.297520661157025,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on phosphates."
"EC:4.2.3.130","EC:4.2.3.130",78,747,0.000285306119940837,1.34058808308754e-16,0.0087640598310225,"M1",1.45347652836346,0.0253122945430638,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on phosphates."
"EC:4.2.3.22","EC:4.2.3.22",16,104,0.000209815002744453,2.41002307657915e-16,0.00592359424884207,"M1",-0.636499183569524,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on phosphates."
"EC:4.2.3.3","EC:4.2.3.3",81,1032,0.000276352784464791,1.06195605013209e-16,0.0178089865460798,"M1",1.5905241160312,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on phosphates."
"EC:4.2.3.37","EC:4.2.3.37",6,84,0.000178917035989199,1.00141099864688e-16,0.00154528894403086,"M1",-0.979118152738865,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on phosphates."
"EC:4.2.3.4","EC:4.2.3.4",3,41,0.000163201590078215,5.73890821019025e-17,0.184958072870672,"M4",-1.06637040231477,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on phosphates."
"EC:4.2.3.5","EC:4.2.3.5",4,0,0.000179607133508247,6.72549468559131e-17,0.187436605478177,"M17",-0.817423891369599,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on phosphates."
"EC:4.2.3.75","EC:4.2.3.75",16,104,0.000209815002744453,2.18923573545943e-16,0.00592359424884207,"M1",-0.636499183569524,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on phosphates."
"EC:4.2.3.96","EC:4.2.3.96",3,0,0.378524418072895,6.32771941604384e-17,0.000148028206853289,"M49",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Acting on phosphates."
"EC:4.2.99.18","EC:4.2.99.18",7,43,0.00583730607561287,1.33044096101184e-16,0.188066286306729,"M11",1.21824750528248,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Other carbon-oxygen lyases."
"EC:4.2.99.20","EC:4.2.99.20",18,931,0.0003028043545757,8.83210972387083e-17,0.0398459123884558,"M2",-0.795362860102468,0.104938271604938,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Other carbon-oxygen lyases."
"EC:4.2.99.21","EC:4.2.99.21",98,7058,0.000344630393911779,1.8505372754777e-16,0.0168562034573058,"M2",0.204756078413544,0.464806330695544,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Other carbon-oxygen lyases."
"EC:4.3.1.1","EC:4.3.1.1",59,4365,0.000305906842573586,3.2699834810998e-16,0.0271548808971696,"M1",0.768238590024778,0.0654984199942545,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Ammonia-lyases."
"EC:4.3.1.12","EC:4.3.1.12",5,10,0.000249409361849817,4.03408583090864e-17,0.0568088997953251,"M1",-1.0133800496558,0,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Ammonia-lyases."
"EC:4.3.1.14","EC:4.3.1.14",23,842,0.000266989802202193,7.52437919183936e-17,0.0159944243434542,"M1",-0.396665905150984,0,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Ammonia-lyases."
"EC:4.3.1.17","EC:4.3.1.17",8,1407,0.000255456038526951,1.16451268136584e-16,0.0788554339723524,"M1",-0.910594358904997,0,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Ammonia-lyases."
"EC:4.3.1.18","EC:4.3.1.18",73,57,0.000263579341928223,1.20915787886327e-16,0.0104765972433346,"M1",1.31642894069572,0,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Ammonia-lyases."
"EC:4.3.1.23","EC:4.3.1.23",2,0,0.00460118407345753,0.0116889106041649,0.000190026545007047,"M3",-2.57823532598137,0,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Ammonia-lyases."
"EC:4.3.1.24","EC:4.3.1.24",3,0,0.24860964378385,5.48309355272032e-17,0.000293872592447859,"M38",-0.239045721866879,0,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Ammonia-lyases."
"EC:4.3.1.3","EC:4.3.1.3",65,3655,0.000328794315853302,6.72922645628254e-17,0.112055001188021,"M1",0.596929105440107,0.32,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Ammonia-lyases."
"EC:4.3.1.4","EC:4.3.1.4",92,4876,0.000307377821247587,1.51407595266357e-16,0.0220125097935797,"M2",0.804827441523152,0.0635633270321361,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Ammonia-lyases."
"EC:4.3.1.7","EC:4.3.1.7",34,1513,0.000285471209335768,3.61695922025186e-16,0.0190334004513347,"M2",-0.439765015296775,0.0570934256055363,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Ammonia-lyases."
"EC:4.3.2.1","EC:4.3.2.1",4,0,0.00411296216455134,5.98754193102104e-17,0.187817408751895,"M11",-0.276874433018745,0,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Lyases acting on amides, amidines, etc."
"EC:4.3.2.2","EC:4.3.2.2",7,1,0.142168931709997,1.22656145733418e-16,0.188106998882808,"M19",0.577350269189626,0,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Lyases acting on amides, amidines, etc."
"EC:4.3.2.3","EC:4.3.2.3",2,1338,0.00014119926756518,3.79395960169388e-17,0.0110234729777371,"M15",-0.380319414627832,0,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Lyases acting on amides, amidines, etc."
"EC:4.3.3.6","EC:4.3.3.6",155,4003,0.000348493713954722,1.00938396844238e-16,0.12384188009709,"M2",2.27166855134664,0,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Amine-lyases."
"EC:4.3.3.7","EC:4.3.3.7",2,0,0.637832525517027,3.82648986297517e-17,0.18801901551541,"M73",NA,NA,NA,"t__Lyases.","t__Carbon-nitrogen lyases.","t__Amine-lyases."
"EC:4.3.99.3","EC:4.3.99.3",33,2291,0.000301112832544004,3.63798805292775e-16,0.0377678623601838,"M2",-0.684238533600689,0.444444444444444,"Peripheral nodes","t__Lyases.","t__Carbon-nitrogen lyases.","t__Other carbon-nitrogen lyases."
